Model_ID,Global_Utility,Depth,Action_Type,Actor,Target,Action,Quantity
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Carpania,Atlantis,Timber,200
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Atlantis,Atlantis,CreateAlloys,25
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Brobdingnag,Atlantis,Water,175
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Carpania,Brobdingnag,Timber,175
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Atlantis,Brobdingnag,Timber,175
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Brobdingnag,Brobdingnag,CreateAlloys,25
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Carpania,Brobdingnag,Water,200
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Atlantis,Atlantis,CreateAlloys,25
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Transfer,Brobdingnag,Atlantis,Water,200
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Carpania,Carpania,CreateElectronics,25
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Carpania,Carpania,CreateElectronics,25
d647539bab7cf6af4cbe9977b527a04e_143869,8.12,16,Create,Carpania,Carpania,CreateElectronics,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Atlantis,Brobdingnag,Water,100
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Brobdingnag,Carpania,Timber,150
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Carpania,Atlantis,Timber,200
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Atlantis,Brobdingnag,Timber,125
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Brobdingnag,Carpania,Timber,175
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Carpania,Atlantis,Timber,200
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Atlantis,Atlantis,CreateAlloys,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Brobdingnag,Atlantis,Water,175
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Carpania,Brobdingnag,Timber,175
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Atlantis,Brobdingnag,Timber,175
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Brobdingnag,Brobdingnag,CreateAlloys,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Carpania,Brobdingnag,Water,200
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Atlantis,Atlantis,CreateAlloys,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Transfer,Brobdingnag,Carpania,MetallicElements,125
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Carpania,Carpania,CreateAlloys,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Carpania,Carpania,CreateAlloys,25
c8c1ffa886da2f0d039ce118d28c2dee_052870,8.253333333333332,16,Create,Carpania,Carpania,CreateAlloys,25
